,title,company,link,description
261,Data Scientist – Operations,Adecco Group,http://www.indeed.com/rc/clk?jk=9341bed82de0e928&fccid=0d511cbaa452dbfb&vjs=3,"The Adecco Group is the world’s leading HR solutions company. We believe in making the future work for everyone, and every day empower 3.5 million careers. We inspire, skill, develop and hire in 60 countries, enabling individuals and organizations to embrace the future of work. As a Fortune Global 500 company, we lead by example, creating shared value that meets social needs while driving business innovation. Our culture of inclusivity, fairness and teamwork empowers individuals and organisations, fuels economies, and builds better societies. These values resonate with our employees, who have voted us a Great Place to Work® - World’s Best Workplaces for the past four consecutive years. The Adecco Group is based in Zurich, Switzerland. Adecco Group AG is registered in Switzerland (ISIN: CH0012138605) and listed on the SIX Swiss Exchange (ADEN). The group is powered by nine lead brands: Adecco, Modis, Badenoch & Clark, Spring Professional, Lee Hecht Harrison, Pontoon, Adia, YOSS and General Assembly.

Location
Berlin
Mission
The Adecco Group is the world’s leading provider of workforce solutions, transforming the world of work through talent and technology. As a Data Scientist – Operations you will part of a world-class team of data scientists, as well as of our broader digital group to spearhead new innovative solutions, enhancements to existing products by applying and developing AI solutions based on machine learning, planning and reasoning across all aspects of the business. We are looking for growing leaders who can lead, inspire and be hands-on both managerially and technically in a rewarding environment.
This data science role is technology-centric and will focus on data science operations: engineering and developing machine learning models efficiently, deploying them rapidly at scale, and operating them with dependability and quality assurance. Principal and senior roles will take a larger and more proactive role in stakeholder management and in shaping the future of our growing organization.

Responsibilities
Build, develop and support data & AI opportunities with the digital organization and business lines across products and solutions.
Satisfy requirements, execute projects and ensure dependability.
Setup, build, test, evaluate and improve machine learning models and AI systems.
Develop and deploy software for data & AI initiatives while consulting with a broad and diverse set of stakeholders.
Ensure reliable, scalable and efficient execution in data science operations.
Bring capabilities to sustainable life.
Engineer and operate with cross-functional teams to drive data & AI vision and broad adoption.
Remain accountable for quality, development, integration, impact and access of AI-driven solutions
Experience
Master’s degree in Data Science, Computer Science, Computer Engineering, Statistics, Applied and Industrial Mathematics, Operations Research or equivalent practical experience.
Significant experience with statistical software (i.e., R, Python, Julia, MATLAB, etc.), understanding of databases (i.e., SQL, NoSQL), machine learning libraries (TensorFlow, PyTorch, etc.), cloud platforms and distributed storage and processing of big data (Hadoop, Spark, etc.).
Solid understanding of industrial mathematics and statistics.
Experience in project management, data analysis, research and testing methodology, rapid prototyping.
Experience in development and deployment at scale of machine learning systems, together with setup and operation of the underlying infrastructure.
Experience with software engineering methodologies (agile, waterfall, spiral, etc.) and best practices.
Ability to understand and communicate technical issues to a broad audience base.
Business fluent in English.
Preferred qualifications

PhD/Doctoral degree in Data Science, Computer Science, Computer Engineering, Statistics, Applied and Industrial Mathematics, Operations Research or equivalent practical experience.
Proven ability to set strategic & tactical direction and drive high quality execution in teams.
Experience in customer-facing applications, scientific computing and high-performance computing.
Proven experience with regulatory frameworks, data governance and compliance.
Strong track record of managing large scale initiatives and delivering capabilities to drive business growth.
Demonstrated ability to coordinate cross-functional work teams toward task completion.
Solid project / change management / business transformation skills, i.e. development and successful implementation of complex projects.
Business fluent in multiple languages.
This job advert is posted by Adecco Group AG with registered address at Bellerivestrasse 30, 8008 Zürich, Switzerland. www.adeccogroup.com"
262,Data Scientist (m/w/d),Knuddels,http://www.indeed.com/rc/clk?jk=7c0c3d38c7151521&fccid=635a960a3873e125&vjs=3,"Deine Aufgaben
Selbstständiges Vorantreiben der Professionalisierung unseres Data-Science Bereichs aufbauend auf unserem Data-Warehousing und bisheriger Datenerfassung und -analysen
Perfektionierung des Data-Mining mittels Search, Messdaten, Clustering, Recommendation Classification oder Forecasting
Aufbereitung und Durchführung von statistischen Analysen auf Basis großer interner und externer, strukturierter und unstrukturierter Daten
Strukturierte und übersichtliche Visualisierung der Daten
Deine Fähigkeiten
Hohe Selbstständigkeit und Ehrgeiz bei Herausforderungen
Abgeschlossenes Studium der Informatik / Mathematik oder vergleichbare Qualifikation
Fähigkeit, die richtigen Erkenntnisse aus Daten zu gewinnen und konkrete Maßnahmen vorzuschlagen
Spaß daran, anderen etwas beizubringen und selbst Neues zu lernen
Analytisches Denkvermögen, strukturierte Arbeitsweise und eine schnelle Auffassungsgabe
Gute Kenntnisse in (R, S-plus oder ähnliches), Datenbanken und Skriptsprachen, wie z.B. Python
Optional: Gute Kenntnisse im Bereich Machine Learning"
263,Data Scientist (m/w/d),Volkswagen Gebrauchtfahrzeughandels und Service Gm...,http://www.indeed.com/rc/clk?jk=dd6747ea52151f78&fccid=263be8b9afb34d7d&vjs=3,"Full Job DescriptionIm Bereich IT der Volkswagen Gebrauchtfahrzeughandels und Service GmbH ist das Business Intelligence Competency Center (BICC) für die Marke Nutzfahrzeuge angesiedelt. Mit unserem Team, mit Prozesswissen, Technologien, agilen Methoden und einem hohen Automatisierungsgrad generieren wir gemeinsam effiziente und bedarfsgerechte BI-Lösungen.

Unsere Kunden nutzen diese Informationen als optimale Basis für Unternehmensentscheidungen.
Für unseren Geschäftsbereich – Informationstechnik / BICC - suchen wir zum nächstmöglichen Zeitpunkt am Standort Hannover/ Langenhagen einen
Data Scientist (m/w/d)
Ihre Aufgaben
Datenanalyse (advanced, predictive) basierend auf internen, externen, strukturierten sowie unstrukturierten Daten mit Hilfe von Data Analytics Methoden
Visualisierung und Darstellung von Analyseergebnissen (Auswertungen, Analysen und Prognosen) mit Hilfe von Dashboards, Reports und Präsentationen in hoher Verständlichkeit
Entwicklung von Use Cases auf Basis von Daten in Zusammenarbeit mit den Fachbereichen
Identifikation, Analyse und Interpretation von Trends und Mustern zur Identifikation und Bewertung von Optimierungspotenzialen

Ihr Profil
Abgeschlossenes Fach-/ Hochschulstudium im Bereich Statistik, Mathematik, Informatik, Informationstechnik, Physik oder eine vergleichbare Qualifikation
Fundierte Programmierkenntnisse
Praktische und theoretische Kenntnisse SQL, Knowledge Discovery in Databases (KDD), RegExp, Machine Learning und Data Mining
Analytische und konzeptionelle Fähigkeiten
Zuverlässigkeit, Engagement, Flexibilität und Mobilität
Systematische, strukturierte und selbstständige Arbeitsweise
Sicher im Umgang mit komplexen Zusammenhängen
Anwenderorientiertes Denken und teamorientierte Arbeitsweisen
Sicheres Auftreten, hohe Belastbarkeit und Durchsetzungsfähigkeit
Gute Englischkenntnisse
Die Vergütung erfolgt je nach Qualifikation auf der Basis des jeweils gültigen Tarifvertrags der niedersächsischen Metallindustrie.
Wenn Sie eine neue Herausforderung reizt, freuen wir uns auf Ihre vollständige Online-Bewerbung.
Jetzt bewerben"
264,Machine Learning Research Scientist (f/m/d),European XFEL,http://www.indeed.com/rc/clk?jk=0513ddb134998397&fccid=120970ddf4fa85a8&vjs=3,"The position
The main focus of the position is to explore and exploit opportunities to efficiently apply machine learning techniques and methods in the scientific environment of a large free-electron laser facility.
As part of the Data Analysis group, you will :
Review existing applications of machine learning in a scientific environment and collaborate with similar projects undertaken at partner institutions like CFEL, LCLS or ESRF.
Identify opportunities for machine learning at European XFEL, explore and implement the most promising candidates together with the scientific or technical staff.
Provide training through seminar contributions and workshops both internally and externally to spread a better understanding of the prospects, requirements and limits of machine learning in a scientific context.
Offer consulting and support to staff and users performing experiments at EuXFEL in applying machine learning techniques
Requirements
BSc, MSc or PhD in Computer Science, Natural Sciences, Mathematics or Engineering
At least 3 years of programming experience, ideally within a scientific context
Expert knowledge of Python and several popular machine learning toolkits
Experience of applying machine learning methods to scientific problems
Experience with accelerating machine learning workloads though parallel / high performance computing (SLURM, MPI etc.) or GPUs
Experience with working in a Linux environment and git
Strong communication and collaboration skills
Strong oral and written English skills (language of work is English)
Willingness to undertake shift work

The following are considered as assets:
Experience with hdf5 incl. virtual data sets and analysis/processing of such data
Experience with software testing and continuous integration
Experience in photon science or working with photon scientists
Experience in software optimisation

For additional information, please contact Hans Fangohr (hans.fangohr@xfel.eu) .
Working place will be Schenefeld in the Hamburg metropolitan area. General information on working in Germany, the Hamburg area and the European XFEL can be found under www.xfel.eu/careers.
Our offer
Become part of a vibrant international and multi-cultural team of scientists, engineers, technical and administrative staff. Be involved in cutting edge scientific and technical progress, participate in our international networks, and shape your life upon trust based flexible working times and telecommuting options. Experience our atmosphere of tolerance and respect.

Salary and benefits are similar to those of public service organizations in Germany. In addition European XFEL provides a non-contributory company pension scheme, broad relocation benefits, as well as subsidized job-tickets and meals at our company restaurant. The European XFEL GmbH intends to achieve a widely international staff. Company language is English, non-German candidates hired from abroad receive an international allowance.
Reference number
E-256
Duration
These appointments are limited to 3 years.
Deadline
30 September 2020
Application
We invite applications from computer scientists with a keen interest in working in a scientific environment, or equally research scientists with convincing experience in software engineering.

Please apply online and provide a cover letter next to a CV in English, as well as your work certificates in one single pdf-file.

Applicants with disabilities will be given preference over other equally qualified applicants The European XFEL GmbH is an equal opportunity and affirmative action employer and encourages applications from women.
Apply now Send to a friend"
265,DATA SCIENTIST (m/w/d),metacrew group GmbH,http://www.indeed.com/company/metacrew-group-GmbH/jobs/Data-Scientist-fc380910f5f228ce?fccid=311b55f9b84e2e9c&vjs=3,"QualificationsSprache:Deutsch (Erforderlich)Full Job Description*** ES KÖNNEN NUR VOLLSTÄNDIGE BEWERBUNGEN (ANSCHREIBEN, LEBENSLAUF, ZEUGNISSE) BERÜCKSICHTIGT WERDEN ***Die metacrew group ist marktführender Plattformbetreiber für New Beauty & Food in Deutschland und immer mehr in Europa. Mit unseren international aktiven Plattformen wie Foodist.de beleben wir mit Innovationen und neuen Trends die Food-Branche, mit unseren Communities wie Pink Box, Brigitte Box oder beautylove führen wir beauty-begeisterte Konsumentinnen und über 1.000 Hersteller der Branche sympathisch zusammen. Zu unseren Business-Partnern gehören namhafte Medienkonzerne wie Pro Sieben Sat.1, Hubert Burda Media, Gruner + Jahr oder die Bauer Media Group, im Digitalbusiness arbeiten wir mit Spielveränderern wie Facebook oder Google zusammen. Mehrere hundertausende Endkunden vertrauen unseren innovativen Produkten, wie beispielsweise der „Pam Box“ mit Pamela Reif. An vier Standorten, in Osnabrück, Berlin, Hamburg und Melle, begeistern sich mehr als 160 Mitar-beiterinnen und Mitarbeiter tagtäglich für unsere Unternehmenskultur, die wir #crewlove nennen. Wir basteln an der Zukunft von morgen für die spannendsten Branchen unserer Zeit. Werde Teil einer der schnellst-wachsenden Unternehmensgruppen in Europa. Wir brauchen Dich. Jetzt!Zum nächstmöglichen Zeitpunkt suchen wir eine/nDATA SCIENTIST (m/w/d)in Vollzeit am Standort OsnabrückDEINE AUFGABEN BEI UNS: Durchführung und Präsentation datengetriebener Analysen auf Basis unserer Kunden- und Profildatenbanken, z.B. im Rahmen von Attributions-, Segmentierungs- und PrognosemodellenUnterstützung bei der datengetriebenen Entwicklung von neuen Produkten und Angebotsmodellen in der Food- und Beauty-Industrie i.V.m. mit internen Käufer-, Produktbewertungs-, Verhaltens- und Profildaten so-wie ergänzenden externen DatenquellenErstellung von Handlungsanweisungen zur Optimierung der bestehenden E-Commerce-, Abo-Commerce- und Community-Plattformen durch Data AnalyticsNeu- und Weiterentwicklung von Business-Intelligence-GeschäftsmodellenBetreuung und Beratung von internen und extern Kunden in der digitalen AnalyseEvaluation und Einführung entsprechend geeigneter BI-ToolsWAS DU MITBRINGEN SOLLTEST: Erfolgreich abgeschlossenes Studium in Wirtschaftsinformatik, Wirtschaftswissenschaften, Informatik o.ä. sowie idealerweise mindestens zwei Jahre Berufserfahrung im Bereich Data Analytics, Business Intelligence oder vergleichbaren PositionenKommunikations- und TeamfähigkeitSehr gute analytische Fähigkeiten und interdisziplinärisches DenkenFundiertes Wissen in statistischen AnalysemethodenLeidenschaft im Verständnis von neuen, datengetriebenen GeschäftsmodellenErfahrungen mit gängigen BI- und (Web-)Analyse-Tools, Data-Warehouse-AnwendungenAktuelle Kenntnisse und sichere Anwendung von Datenschutzvorgaben des GesetzgebersFließende DeutschkenntnisseWAS WIR DIR BIETEN: Abwechslungsreiche Tätigkeiten für mehrere Geschäftsbereiche innerhalb der UnternehmensgruppeSpannende Entwicklungsmöglichkeiten in einer schnell wachsenden UnternehmensgruppeDynamisches und hoch motiviertes, förderndes wie forderndes TeamumfeldArbeitszeiten auf VertrauensbasisDiverse Zusatzleistungen wie beispielsweise kostenlose Getränkeversorgung am ArbeitsplatzDU FÜHLST DICH ANGESPROCHEN?Dann suchen wir genau Dich. Bitte sende uns Deine Bewerbungsunterlagen (Anschreiben, Lebenslauf und Zeugnisse) an folgende E-Mail-Adresse. Wir freuen uns auf Dich!Art der Stelle: Vollzeit, FestanstellungLeistungen:Flexible ArbeitszeitenHomeofficeKostenlose GetränkeMitarbeiter-RabattSprache:Deutsch (Erforderlich)"
266,Machine Learning Data Scientist,Darwin Recruitment,http://www.indeed.com/rc/clk?jk=450b632dcbb53472&fccid=2492b919e00491c0&vjs=3,"Full Job DescriptionSenior Machine Learning/Data Scientist

Saxony
Are you an experienced Full-Stack/ML Data Scientist who is goal-oriented and result-focused who prefers a dynamic way of working?
I am seeking experienced Machine Learning Data Scientists to work within a stable and well-known E-Commerce platform brand who are leaders in Germany making their way in many industries such as Finance, Energy, Travel, Telecommunications, Fashion, Automotive and E-Commerce.
With eleven offices across Germany this economically healthy company has continued hiring during the current situation, offering you the stability of a growing company and successful brand whilst presenting the advantage of working under an umbrella of companies impacting various areas making you a specialist in your field.
Your Profile:
Strong coding skills in Python
3 years hands-on professional data science/ machine learning experience in the field of data analysis, statistics, data science
Excellent academic background in Computer Science, Business/Applied Mathematics, Statistics, Data Science etc
You ensure a high level of commitment; personal responsibility are result focused and portray a hands-on mentality
Do you focus on analytical, structured and data-driven work combined with a flexible way of working?
Role:
Defining and developing advanced statistical data analysis with data mining methods
Projects focusing around Customer Segmentation, Customer User Patterns/Behaviour and Sales Forecasting
Experience with developing big data patterns/clusters
Optimising models with Machine Learning algorithms
Benefits:
Flexible working hours
Trust culture and personal responsibility
Subsidised lunches
Social events and social commitment discounts and benefits
Local, agile and flexible dynamic team embedded within a large successful brand
Stability of 10 years of success on the market
Working within a new team with modern infrastructure and tools/tech
If you are a self-motivated and dynamic Machine Learning Data Scientist who wants to work with experienced likeminded peers in a strong creative team environment, please do send me your CV and call availability to: Rebecca.Newson@darwinrecruitment.com
Darwin Recruitment is acting as an Employment Agency in relation to this vacancy."
267,Data Scientist / Data Warehouse Entwickler/in (m/w/d),Deutsches Jugendinstitut e.V.,http://www.indeed.com/rc/clk?jk=172ac7e2addada83&fccid=e6c7efdce9876b65&vjs=3,"Das Deutsche Jugendinstitut e. V. (DJI) ist eines der größten sozialwissenschaftlichen Forschungsinstitute Europas mit aktuell über 400 Beschäftigten in München und am Standort Halle (Saale). Seit über 50 Jahren erforscht es die Lebenslagen von Kindern, Jugendlichen und Familien, berät Bund, Länder sowie Kommunen und liefert wichtige wissenschaftliche Impulse für die Fachpraxis. In einem interdisziplinären Projekt begleitet das DJI die stufenweise Öffnung der Kindertagesbetreuung in Deutschland während der Coronapandemie.
Für die Abteilung Zentrum für Dauerbeobachtung und Methoden suchen wir Sie als Data Scientist / Data Warehouse Entwickler/in (m/w/d) im Projekt Corona-KiTa (135/2020) Ihre Kernaufgaben:
Eigenverantwortliche technisch-organisatorische Betreuung der Onlineplattform des bundesweiten DJI-KiTa-Registers
Fortschreiben der Beobachtungen und Erarbeiten von Detailanalysen aus den Datenbeständen
Mitarbeit bei der Entwicklung von Onlineformaten zur Publikation von Daten und Ergebnissen
Integration der generierten Datenbestände in das Gesamtangebot des Forschungsdatenzentrums am DJI
Mitarbeit an der technischen und methodischen Weiterentwicklung sozialwissenschaftlicher Onlineerhebungen im Rahmen des Sozialmonitoring des DJI unter Berücksichtigung relevanter Datenschutzfragen Ihr Profil und Ihre Kompetenzen:
Abgeschlossenes Universitätsstudium (Diplom, Master oder vergleichbarer Abschluss) aus dem Bereich der Gesellschafts- oder Sozialwissenschaften (gerne auch Statistik, Survey Science oder Data Science)
Sehr gute Kenntnisse sozialwissenschaftlicher Methoden und relevanter Statistikpakete (R, Stata, MatLab, SPSS, SAS o.ä.)
Gute Programmierkenntnisse und Kenntnisse in Datenbankapplikationen (SQL, Python, HTML, Java/-Script, PHP o.ä.)
Erste Erfahrung in der Berücksichtigung von IT-Sicherheit und Datenschutz im Forschungsprozess
Fähigkeit, komplexe wissenschaftliche Sachverhalte anschaulich und verständlich darzustellen
Pragmatische Herangehensweise, gleichzeitig Freude am eigenständigen wissenschaftlichen Arbeiten
Kommunikationsvermögen, Teamfähigkeit und Belastbarkeit Unser Angebot:
Beschäftigungsbeginn nächstmöglicher Zeitpunkt
Befristete Beschäftigung bis zum 31.12.2021
Beschäftigungsumfang 39 Stunden/Woche
Tätigkeitsort München
Bezahlung entsprechend TVöD Bund bis Entgeltgruppe 13
Das DJI fördert die Gleichstellung aller Mitarbeiterinnen und Mitarbeiter und begrüßt deshalb Bewerbungen unabhängig von ethnischer, kultureller oder sozialer Herkunft, Alter, Religion, Weltanschauung, Behinderung oder sexueller Identität der Bewerberinnen und Bewerber.
Schwerbehinderte und gleichgestellte Bewerberinnen und Bewerber werden bei gleicher Eignung und Qualifikation bevorzugt berücksichtigt.
Informationen zum Projekt finden Sie unter www.dji.de/corona-kita
Informationen zum Datenschutz finden Sie unter www.dji.de/datenschutz

Wir freuen uns auf Ihre aussagekräftige
Bewerbung
bis zum 27.09.2020
unter Angabe der Kennziffer 135 / 2020
ausschließlich per E-Mail als eine PDF-Datei
inklusive aller Anlagen (max. 10 MB)
an bewerbungen@dji.de
Für Rückfragen und fachliche Auskünfte

wenden Sie sich bitte an:
Frau Dr. Susanne Kuger
E-Mail: kuger@dji.de
Telefon: 089/62306-322"
268,(Junior) Customer Data Scientist (m/w/d),msg systems,http://www.indeed.com/rc/clk?jk=8728f745e9c75725&fccid=d92e9827b3584792&vjs=3,"Eine spannende Tätigkeit mit Perspektiven: Als führender IT-Partner der Insurance-Branche unterstützen wir namhafte Versicherer mit kompetenter Beratung und ganzheitlichen Lösungen für alle Sparten. Insbesondere unser Geschäftsbereich Service Consulting verzeichnet ein starkes Wachstum und bietet vielfältige Aufgaben im Bereich der fachlichen Prozessberatung sowie bei der Einführung von komplexen IT-Systemen auf Basis von Individual- und Standardsoftware und umfassenden Implementation Services.
msg ist eine unabhängige Unternehmensgruppe mit weltweit mehr als 8.000 Mitarbeitenden. Unseren ausgezeichneten Ruf verdanken wir unserem ganzheitlichen Leistungsspektrum aus einfallsreicher strategischer Beratung und intelligenten, nachhaltig wertschöpfenden IT-Lösungen für eine Vielzahl von Branchen.
Das erwartet Sie bei uns
Sie beraten und unterstützen unsere Kunden aus der Versicherungsbranche bei der Analyse und Definition von Customer-Journey-Modellen
Sie identifizieren relevante Touchpoints und übernehmen das Design von kanalübergreifenden Lösungen
Sie analysieren Kundendaten und entwickeln Handlungsempfehlungen zur Steigerung von Kundenerlebnissen, Verkaufsabschlüssen etc.
Sie beraten, konzipieren und realisieren Lösungen im Bereich Omnichannel Daten Management
Sie erarbeiten Zukunftsthemen im Bereich analytisches CRM
Sie übernehmen Verantwortung für den Projekterfolg
Sie führen fachlich beteiligte Junioren und verantworten die Konzeption und Moderation von Workshops
Das bringen Sie mit
Das ist unser Angebot
Sie sind neugierig geworden? Dann freuen wir uns über Ihre Onlinebewerbung unter Angabe Ihrer Gehaltsvorstellungen und der Kennziffer:
msg-50154707-000"
269,Equity Trading & Hedging,Anker Investments AG,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bj-xBWVmzs7UIwFa-9Zm6MwNuQFkwLehssDYDaWnvIcSc_G9aN7SHbClbIoISv_azfj5xB2o7cvrMUuHjTcdvAdCw7PlzZbC40A_lQDnnsH1nYMCTZR-84QL4O4o98fA3QLdCBhwpUU_yDa6hi6zWus6sPEi_aWjmb6JeXYSK1b9vRJFRiT_1LYv89iSou4MQJ2yCGDT3tjO9Q_kOAP-WB9NaTNdwdx9uRaSRpjCFBk4aQVQVzWX3_gF69YSgD8-mVn_z1t7lpmwu1p9hE9-tJCJS911HEs0t_ZC6U_BT0AwUg5GYz2scY6ZvMljnqfL-6iOhw93aSJbbRfOgi9Yfz4nOdEdzPMzLWn77n3jFj1QoY0Bveup-Nhyxn8XM7tTur42NNLdqZHUkfRA7FuPc_dOiQw_3vEePLdtQZkaaYl_3iga_PQIGWK0Ga22ug5YDUNW97Rs9_sNsB1_gcEC4dUjSYkvDz8S9oWMjeQA_BotVCwHYAMnFLfqlOqZUH7Tc5XppKOhnvPM1OLgoTWnWfF0TZ-tBjyuVpCjdO6qH69BJKOXUMglHzTbVgccudOotgK3W8xkv01sbs8DU6yf69Di0AU72Binq3sU3IdMOOGTasWHzH5BquZ70rXwEgp5dZF_kzI7JBv1JQQf_7saqY5xOrfsbJvJdxTYepdtTe2WcRtyZ67GeuznjoyTIKkdu_7W6HPFuQ2hewWseAI_dH1ozfhz7rQxPaSTepfoerYLUTSNK00exqAMc3itnuSaFm8IeI0JdRLNCJeGS7NnFkZWg9QSGEneomneNUBeClRg==&p=8&fvj=0&vjs=3,"BenefitsPulled from the full job descriptionCompetitive + BonusFull Job Descriptiona talented young programmer / data scientist with a high level of proficiency in programming and at least two years’ experience programming with Python/R/Matlab. You also need to have taken courses, or have experience with risk management.
This position is for graduates or recent graduates with less than four years’ work experience.
Your role is to support the processes for managing entry/exit trades for our equities positions, hedging overall portfolio exposures and to write code to automate and improve these processes.
We do not currently have any programming and data science infrastructure, so you need to feel comfortable setting up a cloud environment to run trading algorithms.
You need to be understand options and derivatives and be able to calculate portfolio exposures and hedging strategies.
We are a team of seven people with offices in central Switzerland and Liechtenstein. You will be our first data science hire, so you can quickly play an important role.
If you would like to know more information, please go to our website:
https://www.anker-capital.com
Location: Switzerland/Liechtenstein
Salary: CHF Competitive + Bonus
Full-time with flexible working hours
Skills & Character:
Essential
At least two years’ experience working with Python/R/Matlab
Interested in trading
Passionate about programming
Flexible approach to tasks and workload
Well organised, detail oriented and good communication skills
Able to work independently without supervision
Contact Us

Website: https://www.anker-capital.com
LinkedIn: https://www.linkedin.com/in/cdkingsman/"
270,Berater Business Intelligence (w/m/d) (Data Engineer/Scientist/Analyst),initions AG,http://www.indeed.com/rc/clk?jk=5fbb0a407129cbdd&fccid=c6d90d07ec82e361&vjs=3,"Full Job DescriptionBerater Business Intelligence (w/m/d)
(Data Engineer, Data Scientist, Cloud Engineer, Data Analyst)
ohne Berufserfahrung

Die initions AG bietet im Geschäftsbereich „Business Intelligence & Data Platform“ intelligente und innovative Beratung und Lösungen. Zu unseren Kunden zählen namhafte Unternehmen und Organisationen aus nahezu allen Branchen, aus Ministerien und der öffentlichen Verwaltung. Unsere Büros befinden sich in attraktiver Lage in Hamburg-Barmbek mit Blick über die Dächer unserer schönen Hansestadt.

Wir arbeiten an den zentralen Stellen, von denen Unternehmen organisiert und gelenkt werden - unsere Aufträge kommen meist von „ganz oben“. Das Spektrum reicht von spezifischen Fragestellungen bis hin zu unternehmensweiten, ganzheitlichen Architekturen und Lösungen. Wir begleiten und gestalten die Digitale Transformation mit den Themen Cloud Architecture, Big Data, Business Intelligence, Data Warehouse, Self Service BI und Artificial Intelligence. Zum Einsatz kommen „state of the art“ Konzepte, Technologien und Werkzeuge der führenden Hersteller wie SAP, Snowflake, Databricks, Microsoft und aus der Open Source Community.

initions wurde vom Stifterverband für die Deutsche Wissenschaft e.V. mit dem Gütesiegel ""Innovativ durch Forschung"" ausgezeichnet. Diese Position als Innovationsführer wollen wir weiter ausbauen und suchen für unser wachsendes Team von über 90 Mitarbeitern Dich zur Unterstützung!

Möchtest Du das ""Dahinter"" verstehen, an den neuesten Themen arbeiten und noch ganz viel lernen? Ist es für Dich motivierend, mit hochqualifizierten Kolleginnen und Kollegen im direkten Austausch mit dem Kunden herausragende Lösungen schaffen? Suchst Du ein Umfeld, das geprägt ist von respektvollem Umgang und Wertschätzung, von flachen Hierarchien und freundschaftlichem Miteinander? Du hast den Willen, auf Augenhöhe engagiert mitzuwirken, zu gestalten, früh Verantwortung zu übernehmen und Dich und das Unternehmen weiterzuentwickeln?

Dann sollten wir uns kennenlernen!

Je nachdem, ob Deine Leidenschaft ist:

Datenbankmodelle zu entwerfen, Analysen durchzuführen und Dashboards zu erstellen,
IT Infrastruktur-, Security- und Cloudkonzepte zu entwickeln und umzusetzen,
mathematisch statistische Analysen durchzuführen und künstliche Intelligenz zu nutzen,
betriebswirtschaftliche Prozesse zu durchdringen und steuerungsrelevante Kennzahlen zu entwickeln

oder Du noch gar nicht festgelegt bist, stehen Dir viele Wege offen: Big Data Engineer, Data Scientist, Cloud Engineer, Cloud Security Engineer, Data Analyst, Business Intelligence Expert. Wir helfen Dir, das Richtige zu finden und Dein Potential durch Ausbildung und „learning on the job“ zu entfalten.

Über Deine vollständigen Bewerbungsunterlagen freuen wir uns. Bitte sende sie an bewerbung@initions.de und nimm Bezug auf diese Stellenausschreibung.

Für weitere Fragen steht Dir Deine Ansprechpartnerin Janina Lommatzsch gern zur Verfügung.

https://www.initions.com/karriere/karriere-business-intelligence/

Bitte beachte unsere Datenschutzhinweise unter https://www.initions.com/datenschutz/
Anforderungsprofil:

Wichtig für die Aufgabe ist, dass Du verhandlungssicher Deutsch sprichst und gute Englischkenntnisse hast. Ein abgeschlossenes Studium (Bachelor oder Master) mit technischer, betriebswirtschaftlicher, naturwissenschaftlicher oder mathematischer Ausrichtung, eine abgeschlossene Berufsausbildung im Bereich Informatik oder einen vergleichbaren Abschluss solltest Du haben."
271,Data Scientist,bonify,http://www.indeed.com/rc/clk?jk=a6d0a933ca18b46b&fccid=86725187466eac5f&vjs=3,"We democratize finance & credit scoring in Europe. Wanna help? Join our amazing team in Berlin as a Scala Backend Engineer!
bonify – a Berlin based FinTech Startup enables customers to benefit from their credit scoring and financial data. We give customers free & easy access to their credit score and let them upload additional relevant data. Then we offer tools and personalized recommendations to help optimize our customer’s financial situation.
Founded in 2015 by key executives of McKinsey and Zalando, bonify has received significant funding from international leading VCs, e.g., Mosaic Ventures and Ribbit Capital, and successful entrepreneurs, e.g., Zalando founders and Raisin founders.

Tasks


Responsible for the full development cycle of models from data collection, cleaning and feature engineering to prototyping and model selection to experimental evaluation to documentation and maintenance
Build machine learning models to personalize product offering to our customers
Research and design advanced optimization algorithms for the assignment problem
Develop and deploy scalable streaming models
Automate re-calibrations and self-learning logic for deployed models

Requirements


Passion for data.
Proactive mindset.
Bachelor’s degree in quantitative field (Computer Science, Mathematics, Physics, Machine Learning, AI, Statistics, or equivalent)
3+ years of experience working in data science, preferably in lending industry or B2C e-commerce industry
Knowledge of, at least, one modern programming language such as Scala or Python
Experience with big data technologies (Spark, AWS, Azure and etc)
Experience with the instructure like SQL
English language is a must

Most importantly, if you have, please share what you are currently working on with us (Kaggle, Github, or something similar platform would be ideal). We want to know what you love to do, and get inspired by you!

Benefits

Our goal is to set up a great working environment. Become part of the process and:


Shape the future organization as a part of the Interdisciplinary and international founding team
Take responsibility from day one
Enjoy a variety of coaching and trainings
Work in a thrilling and flexible agile startup environment
Enjoy a workplace in the heart of Berlin with drinks, fresh fruit, kicker, ping pong, German classes…

Interested?
Please send us your application including a copy of your CV, earliest start date."
