x,y,z
603.9876488013384,338.27584618775825,a
631.6671908520732,329.24342204949255,a
594.5672937141026,351.1905152035949,a
615.7255176495478,351.8351800295467,a
624.7625374834645,381.76359727864235,a
585.7189696952121,354.53933280514366,a
610.1558403879574,389.99757731189226,a
623.542368339423,365.478701457605,a
607.7664136219486,394.6334707067457,a
600.3496983377896,363.62750227929735,a
679.2446371003639,378.5894608104804,a
642.371669756014,395.66338659984,a
620.3778431562332,355.9716735280224,a
667.9792831605995,344.97195703361047,a
660.8237283067108,356.3762359641987,a
679.2766435460138,343.67494599698693,a
621.5502037018446,341.09543846148335,a
614.5211107957537,323.2638866862763,a
666.0933075795891,416.2392655988889,a
656.1581559147376,345.34806992418197,a
649.0105692037602,372.5917079757465,a
637.6348063536375,365.80044771292546,a
667.3086278582797,346.08640973447274,a
656.3263221198766,400.6526249569964,a
686.7739028721387,389.76700559695877,a
678.8196302410933,397.6660679142368,a
651.132087147526,423.5638061341249,a
655.6834493652347,398.514810893694,a
644.2199883811323,417.10621220901646,a
656.9764547869918,440.83079122647223,a
622.1004469674466,384.4837720615221,a
691.316334165524,427.41933337617115,a
695.3655176535336,426.19932909892896,a
574.1861926327159,434.79462021641064,a
584.2160928785809,427.16521387250407,a
637.1540631892682,444.48810463600745,a
614.7112338509113,428.33825136075336,a
571.8808558107755,431.0677170674514,a
559.7496590914072,415.54748710037506,a
622.5836854909916,417.17441923595493,a
593.2886656587272,394.29305618994454,a
561.4981204863789,438.15024973135723,a
558.175549253782,453.3189459358183,a
581.9732843073303,383.58748544708936,a
580.1085962519226,387.9455935166329,a
516.7975289928349,398.6763636070826,a
533.8944003965566,433.2156760057685,a
569.1103273879249,346.6697581521312,a
621.4954721715362,389.86447108990234,a
562.0944971143364,335.0045863415038,a
593.7834120716087,400.0025635305999,a
617.6765906118358,350.94758241569383,a
590.1911526413099,355.83613586368233,a
589.340804199298,346.85985350033695,a
540.552684861448,314.33789304995287,a
593.0045802316941,371.3982375257544,a
609.5150586177626,374.5762149336183,a
629.1422817570132,342.4918432869712,a
586.5414201422964,350.60964257755006,a
603.5344235196641,413.4742889332966,a
619.904214397656,373.8683068237386,a
588.3749136087731,354.3193033789719,a
610.4578003524848,341.02161700933266,a
607.65628000075,362.8898655660852,a
596.8363255876892,391.0497087048634,a
640.7080822996594,397.8486611426164,a
601.8401857857802,427.30965957762805,a
639.5084895472324,424.06760768237154,a
600.381795373607,329.05035168577785,a
631.3562144684548,380.53611518663513,a
664.3845467733363,360.15295980825124,a
646.2094687004452,388.0374995606848,a
666.4111800572572,394.41549975954615,a
658.7201836833026,375.531055942394,a
588.3569825476859,373.04874376170187,a
606.6940270902212,381.7319723197571,a
611.1075894132854,381.0437418034312,a
640.5698869105661,408.08357680027547,a
643.5536676545469,433.2821575486416,a
673.8620555842128,416.77019586968396,a
585.4378154033296,379.695503514993,a
621.0111051304889,438.87092681681725,a
615.549167068196,364.3291926659774,a
580.7192417854362,445.57212008180556,a
602.131215948783,422.25110181935946,a
621.4237077896129,427.0745961052608,a
595.6254057731624,438.1102973033986,a
604.5528936568264,402.62553429014736,a
589.1107445953323,404.36401571291435,a
596.4421333897985,369.9052038976796,a
549.0908305365068,362.1323799555561,a
575.6722752454754,374.545966073666,a
581.4579091434434,364.53319293992945,a
528.6086381888422,370.040985654927,a
563.6316494825662,338.9301250043663,a
561.8742942464446,345.92301837767604,a
581.9122106992027,394.1811472325268,a
567.2615896251742,356.92001286171524,a
585.9155086396892,371.7985390544685,a
598.112893358601,337.3497084020229,a
593.077787522506,352.1119079457835,a
578.4906706380945,326.63692028793423,a
596.8959943977837,362.67925334138715,a
609.3392854846938,347.2911639420989,a
639.9182544790477,356.30059070813115,a
609.4612540091895,349.5752075656491,a
644.6947964933394,334.17533374721165,a
161.24469694527164,277.7719678907864,a
229.54264802485406,290.7625607189895,a
246.338740189467,243.9658030224116,a
243.06662185471515,265.84273855020024,a
249.55687575017302,308.817798387123,a
227.70909306342614,266.1687216815393,a
189.84955772086656,256.8631731390252,a
249.2049094368616,297.9440428166587,a
269.32800439350336,292.8221054510645,a
277.5135772383414,310.28663239847396,a
207.55828291100437,321.2812766820185,a
264.7698922281185,309.9341822961385,a
242.0532512336852,332.4223811110555,a
268.8319568756829,321.17530112428767,a
312.7275537507164,306.33595493798776,a
267.3966681917259,322.7116739840901,a
236.379566674887,269.75153079882205,a
233.51407040360468,313.1014343488081,a
258.7622579099506,297.2937335421265,a
252.11610561087028,331.4151915361634,a
271.7188798349549,254.51169094504633,a
229.42132428539125,294.0321556237434,a
201.6862020231329,284.35333045937944,a
273.30564641527593,254.57394184576074,a
274.1819161546032,259.57521426400467,a
278.1215339300136,248.40907875570232,a
286.97091819465294,212.4387260297833,a
248.25316761509546,260.12812965878027,a
266.7138435659852,246.62201006069319,a
253.75501168241078,252.64686182140505,a
227.07955987407993,275.56047630813055,a
280.39836148316874,290.90858657966703,a
250.99490046844204,243.55304827091965,a
292.4536023832291,284.4618230394987,a
214.22529682458813,243.52172794117655,a
232.62408306497346,308.5097785774965,a
190.70133163349286,356.91637153412444,a
238.26262112748958,305.4565560835474,a
225.14775123787186,320.20625856495667,a
191.7132964703605,263.02700403298115,a
218.32848697527515,309.7610802887311,a
211.35142537206573,320.2669509867481,a
181.14262887772227,290.37592623610624,a
174.28822030729094,301.2912457189867,a
210.961736543466,281.15717559854215,a
196.96729919015218,296.2992592829645,a
199.32283271538006,296.396059305412,a
234.83759790244207,317.2655084066506,a
209.26329983381262,255.05917788557664,a
232.98812327730653,250.3149379170341,a
236.0373446755521,327.1393932843597,a
259.0993285860019,278.32062803504084,a
238.62554227251908,237.85109621217765,a
233.0656513172517,305.32763917591103,a
267.12865339751863,319.02660924098245,a
276.95093581942996,267.4008180189279,a
187.03765936999065,326.22545749795995,a
284.8575241838587,281.03303110977794,a
279.8394721677446,286.0929302715448,a
281.90924639877653,303.307059453373,a
266.04827871441506,309.01940225133256,a
219.32990654151047,333.5236442455031,a
254.99764328937292,287.021244476165,a
238.83009828945725,302.5038753410249,a
259.82679566901413,338.31521266766356,a
269.05969539719854,323.07658287291997,a
219.25118401857435,335.4647597985254,a
261.21195417718195,366.76718307286154,a
231.20524119647482,305.0185777117372,a
206.27515742936467,319.1710021023663,a
189.34496498086298,228.78890601394573,a
182.37285473491698,279.50290040585105,a
200.76849199865285,267.2529674191112,a
145.94903390670586,234.21535843186626,a
212.85524304439213,303.0143353951115,a
249.26855049164857,251.351333559167,a
228.64011005843494,289.640131228088,a
208.6357821490844,288.9684786174664,a
252.5542489669938,332.3400975745883,a
205.60135950408184,286.31159956111986,a
278.47964407608674,263.12183898783474,a
269.10896910181134,344.68184785205943,a
242.82872194423388,244.46526114607894,a
271.4013940589268,304.1833421663058,a
240.33203237948226,287.6214431069891,a
253.54871017915738,288.55230551827947,a
237.79001246202918,229.71886342538812,a
274.7506223418134,306.4543115244846,a
261.2392113212884,316.7064321493866,a
244.01692737248624,288.419815489804,a
224.2040236979596,268.07534338861217,a
258.6556743136613,294.3159382118441,a
216.04635693008186,251.5631201155739,a
240.19596425384634,303.3844842876663,a
266.33282253226383,238.44567784661314,a
252.47928330307826,221.94771821744183,a
221.4400443047744,233.26748995996456,a
253.5070810020503,241.81076732907513,a
301.3706861258642,269.2483301920088,a
271.66980795921245,281.56635378380713,a
290.95441411824754,283.8088293389455,a
204.57182932898024,337.6290202693441,a
236.81412898415553,338.48749189613625,a
187.9257455433805,301.5418299757445,a
223.2891678933394,299.0270423212139,a
175.5348183028187,297.6636033407107,a
219.32431987854415,252.77071086836486,a
211.31980904493486,249.74973912917267,a
208.3999501975889,284.92635109272175,a
211.46811600034187,249.1698408087778,a
251.66449996564276,240.1579953147649,a
227.25741461976278,246.01312007518115,a
200.90462669552136,269.97001547049683,a
184.21305536595474,347.9103193382001,a
110.22060888389223,274.85257011653505,a
174.25740554624744,248.04413095622132,a
197.11648985126814,237.64621046982285,a
205.66533953019382,238.9547689766054,a
229.18554933911233,316.0568120297133,a
249.79510030722986,238.00703258254612,a
234.67900826230814,255.0803158278252,a
242.93457091943634,263.92462268725717,a
298.116512325537,269.0672043953748,a
262.45471439787116,252.91374113159537,a
646.623756326629,119.659452991085,a
562.0394051873623,119.40984262584129,a
549.7375061502822,207.70855896958727,a
560.2991782412673,141.94059429626645,a
614.1266421908284,177.78045523483956,a
610.9450301901807,118.00029554431939,a
586.5778904526138,130.02173361433597,a
620.0647475963777,136.65520488549413,a
576.4116285801917,87.34763344798034,a
604.7978409166088,115.45269988993414,a
94.01689231905866,408.8674334096016,b
139.18626596457926,405.9770084573278,b
76.84754367539233,415.16846380163526,b
96.67925464875444,449.75293454345683,b
88.83483979466469,378.5817859132548,b
105.96945932052509,399.8564824369895,b
129.43142183702633,444.65684958653264,b
125.42092636138823,372.0275898761457,b
61.852818850341336,431.89819553220343,b
142.5737911112003,389.0372730858718,b
72.37666917479532,412.7830243826863,b
95.80235781580062,365.5441238368919,b
100.62571603423478,411.4983307797491,b
74.57774413101919,348.01349364673393,b
83.56822996132712,349.35000595643083,b
61.181121501072546,303.0410405618714,b
159.90963958176826,351.15599697006525,b
113.4232953309776,398.6518050090107,b
113.81733928096209,340.2375205752236,b
127.41768145737561,354.43553594977425,b
110.29343707582176,341.2215786310105,b
172.90865061569497,389.547650039017,b
220.18383861373815,387.2812462146902,b
199.22820189396666,400.8596109465333,b
165.3947751510661,425.9803399308124,b
214.79665979887693,422.4118576414451,b
130.77559796467153,417.9493085946452,b
96.49348906631492,355.2582037994433,b
197.76623026532684,437.72214279404125,b
175.088656805903,471.81072976483154,b
81.479840725795,385.9112140070756,b
84.03948344914508,373.1443039937864,b
57.90416811769467,338.58986876137567,b
71.31350558251634,332.2644586147446,b
106.38798221040716,324.9001620027997,b
79.61610022763817,302.20500361445636,b
91.19274475142834,282.37007487445214,b
116.80904074354339,344.4848063129484,b
101.36993983856595,340.6977740028539,b
79.33341487207679,336.6450672452247,b
128.8921175947437,299.2723402794421,b
79.16815927548099,355.50235878055537,b
58.85787906208492,346.67485392104925,b
88.90963322415344,402.7401342571539,b
61.794490607915805,407.3866208652383,b
34.49558782727542,473.98721537493446,b
106.60538807202897,426.74656838052636,b
63.57891928119594,438.2088295597057,b
65.8364007172899,442.35794861755994,b
63.39786562679519,484.8228565422015,b
65.31261612967454,481.24390207431435,b
50.47044348667914,449.79668715700603,b
65.87823773281289,431.3017258443762,b
-13.752027575117395,447.51536828925845,b
-32.72484649652954,373.0466021784188,b
51.99567397816806,350.7983230505354,b
45.70127926286952,361.0397443088592,b
33.07764912203446,380.1205871055735,b
64.47569894554782,398.7189792125437,b
-4.683018331224538,404.2091889438945,b
9.431915705193024,376.5397915106565,b
-15.492540919673601,362.91947688229743,b
3.5076793897103613,312.32926302608,b
20.01742248583598,272.76410484533983,b
52.07219977072312,287.95314897955063,b
29.22727293539824,276.46529268018764,b
47.20982384957195,258.3069468044562,b
-10.405915890731627,227.99811813546552,b
36.693510258273626,241.4132087666842,b
22.0547511927685,151.50592344757013,b
39.232456140254314,169.65264008756844,b
4.342630096682036,167.1752400504617,b
67.16905519326897,153.0190136266071,b
30.889412424979337,99.36767700839954,b
64.42066614332161,86.33664150430661,b
48.06616217810628,46.93196640718526,b
-0.6107204291296853,-15.066920652404178,b
60.025399186625606,26.45309687022393,b
50.58368782327308,29.591289146069016,b
52.0506470433417,3.145261519294081,b
46.85740544893637,55.22816214948125,b
55.76322365791078,44.588072064609605,b
65.26484517322787,86.67256218247508,b
73.34845452104436,188.9275573983653,b
51.56052467163666,145.23858178719678,b
80.96466157141883,169.58228251118396,b
64.19275676363345,192.2720840619773,b
119.31972609232255,190.77672188035893,b
54.224663695440704,188.13602367268055,b
135.94619130231752,198.9423695702925,b
105.17738810860644,171.94109619070144,b
145.6876256714083,198.48157189172247,b
149.20201206729354,106.8555653639454,b
96.16609425209305,138.99564707005356,b
88.78939339834511,80.8953355804448,b
102.21074824833842,47.00420203207858,b
165.72253613642854,86.58288846850996,b
157.1868643977291,64.05952095845691,b
152.14280379056535,44.26743578426817,b
100.58825787833017,72.0037253625967,b
128.10579384523209,64.56192229958532,b
131.07280691957789,51.474987701965006,b
111.24868040419548,30.29996126645284,b
124.251085468664,34.5398242561111,b
171.65536493191107,46.79632685779649,b
172.04586972423562,53.86361999359315,b
184.17418800509034,47.79708392942496,b
169.51819453545184,21.76719948251116,b
168.20382774488687,101.99343464129072,b
215.89388482505152,41.90393562226666,b
176.8259146463748,60.78582776333354,b
204.64178019567163,113.27165153867384,b
220.92503502345826,78.08888473520784,b
233.09443445870602,126.54865690340523,b
262.6300306329952,104.89962655232637,b
213.20800033188286,167.7701728671567,b
230.510695198362,116.70666193906493,b
253.24427016789576,72.95875814064135,b
310.1205312667989,160.8999775791096,b
309.7874358576,145.1501418130294,b
340.46018940061424,143.19175561040532,b
314.73973610030686,156.85635208810902,b
258.8229600092128,121.09596001749242,b
266.01022881538813,77.66888819160414,b
272.2723852865171,51.903840792982464,b
269.5508277603636,26.114535235651545,b
292.1498191057795,12.356137748839046,b
260.37814335739387,20.038995850822175,b
286.5176340024236,19.1114632923684,b
315.5329688789658,73.17198209279223,b
354.28345284194154,115.06651485259596,b
409.2759309508803,99.29233989536988,b
444.82229613556734,107.49846981281058,b
432.8574363568273,82.32148196076918,b
440.5300403236448,101.49568903893856,b
449.0180367472057,131.49176730129926,b
464.1905027489582,137.16881537488274,b
443.61736193486416,165.09238206540107,b
402.62706599523625,184.29347750638988,b
447.03792273759717,222.2593374645786,b
438.3392110993021,214.72025507298423,b
416.50853403924754,255.1698635091563,b
382.4652976893815,178.75485247417225,b
426.38247702525916,244.61868511029223,b
436.007613687715,274.35241190325866,b
352.5204287015557,288.7600356067653,b
372.89012368025953,257.26883935938815,b
382.78228412745676,323.7611154006225,b
427.0612476606939,288.33219654094796,b
402.5552078635138,321.47442270712037,b
410.4585073745798,334.236462316481,b
405.1834345242872,340.25402002363137,b
413.2146775801416,388.77004139790705,b
378.21776799923657,353.1533481319949,b
422.9879181707933,417.5639154042777,b
389.8881769174041,406.06890470424145,b
369.5303915008065,416.6090588117991,b
384.581291622532,432.2684371071946,b
327.52148993266735,445.30029328423024,b
331.54995184311446,420.4136625564855,b
263.4013376707471,437.64820363373883,b
213.00154919806323,438.4284020203424,b
263.75107202179043,412.2364961027223,b
283.861122508051,470.2835184488465,b
257.4350675499494,444.2032758974091,b
417.01124617905435,450.0385621583536,b
425.46096945093154,424.60027915797565,b
428.9183079676463,450.68559536707505,b
469.7581124514048,412.2290524998081,b
455.3466267977049,385.84009778339487,b
486.1696259355261,398.62710375323184,b
512.0819257795845,340.07833498208424,b
479.1377339517741,282.83223069847713,b
485.52835840575835,279.19247139219357,b
489.8437122637412,267.68065195063355,b
491.7770166105926,298.03012425246095,b
469.6225253857088,216.42671675316757,b
518.4686126842056,246.9338731351251,b
468.6298642359614,192.74091259438921,b
473.67104038312135,153.5165474017711,b
537.2922316084173,140.21841394735992,b
520.4392382935293,162.16662829163232,b
483.7862845394212,48.89111400974167,b
517.0285498591359,110.76154126532748,b
470.86028994039646,100.08417523738632,b
500.4258397563812,46.2386214406464,b
514.6863084748167,30.31621336498887,b
534.5014505240076,45.55081948323732,b
476.17918179304786,26.385537632321586,b
490.0390701009694,22.7055722970469,b
447.17887470437364,25.724234676801245,b
391.00987678735623,80.94872402804356,b
353.88321800394453,64.4266710084791,b
357.1064862045089,42.038281476564975,b
326.19052207761575,57.973280609994276,b
290.0981053757581,47.359752017917856,b
289.1275969722742,67.28608423365694,b
324.3777055012891,191.67310189726976,b
326.6112213497056,206.8844192823903,b
390.9835639837223,268.94214078859653,b
355.91618225926794,143.58226389257845,b
403.3370523140883,222.90401058252723,b
376.33015323881824,273.0511745302747,b
414.0352531788576,337.9172477489144,b
385.7986560857832,332.5203128362807,b
459.01170727362427,365.57585640952504,b
465.8498784304612,341.86670285226705,b
391.4120921474508,321.2722281750437,b
441.8643883089861,337.2368706890521,b
418.10339097285305,411.4532434198328,b
471.8944611157888,443.5873939575509,b
437.48399749395577,470.44779825260144,b
412.5744663773126,460.60821897183166,b
414.16631369769476,463.061539910641,b
425.7829582259603,486.4425087068959,b
317.3722248643047,490.3330649930351,b
370.8990688078846,478.4683061612949,b
317.17909644530556,521.3111173033393,b
290.06183223575385,455.6179231468127,b
295.86462533061285,512.033522037477,b
346.0690454320414,463.54822855418456,b
329.43545903627967,475.52862383825715,b
532.2450590482962,300.03603441528344,b
566.5935418636509,240.47041794923462,b
610.9450556627695,267.5847258703258,b
607.9252309010251,272.281963104203,b
639.2851715363641,228.69987666744186,b
654.2393559658872,281.11849768124125,b
716.7591636975529,250.6857718446345,b
720.2689352179085,236.45745929432246,b
693.5776909884728,250.17665258905387,b
696.9677712260664,219.35978057406936,b
627.7960964158349,216.40772390821257,b
708.2490522069481,195.57862213037572,b
685.585246818395,188.5412335459684,b
673.6061306182996,201.2550032074261,b
680.9185807025867,124.63809175663312,b
644.916113614157,88.63429562579506,b
705.84709059808,60.96523975113689,b
698.7875616192451,47.327468359254965,b
703.7104635770206,66.08389111446553,b
645.333485889915,19.76008434541751,b
694.3917760856236,55.362896651932545,b
670.9251361155957,-2.4647720358626657,b
635.8861219842535,-8.919943562328683,b
659.3758485618438,9.231733727081462,b
568.8365298481567,8.657571860916164,b
548.0901673969747,-2.681461240583758,b
487.8695058886251,35.440499058018304,b
439.3837857049526,-1.4496623611537416,b
538.637569265094,12.69943974914321,b
483.1195204429561,54.12268651170706,b
463.08371779309323,56.0663180517422,b
459.55538997662916,1.5901695625655634,b
511.28892592863707,81.7671910554111,b
527.9523139561372,58.4931757699178,b
547.2106668698201,50.682071679228045,b
603.7604272393883,78.53674866720473,b
571.8976350763373,59.47220075815562,b
588.7103682190794,54.538457577841996,b
651.7840793034316,16.656606697340408,b
674.1329048037726,53.02824867178964,b
643.0436947687148,52.65107268693066,b
645.353231315666,48.35766882885741,b
714.5848344666629,82.97076422310465,b
615.6818652579269,218.7479105692674,b
605.0998184449036,295.6862158266797,b
584.3229930334435,257.7279070156924,b
519.6104083773619,298.8415195734876,b
559.7756697968292,264.2081856155661,b
455.5336776760527,250.7092243945218,b
473.0413645970729,311.473304445098,b
388.3474822754351,445.14748908610807,b
470.2944077078529,452.8054047183767,b
523.4924863009661,458.18266642999663,b
496.57695871613834,444.1148346294059,b
547.1107553525633,478.2271655984066,b
592.9067294394735,489.3159233622185,b
620.8638692854919,502.6083668335604,b
594.9592841730724,477.0407292420138,b
634.1462581366005,480.32063916751787,b
657.2219135368739,485.0501536035475,b
631.773662524804,478.6210453380272,b
673.2794099320728,470.9066915877208,b
680.0422852836998,487.47885943700965,b
714.9666400608215,428.86137110006314,b
718.1104799574529,507.76800861818197,b
689.4960175289086,447.6892084753931,b
695.4085835277052,424.64853991886554,b
699.1669096466915,402.6772942672219,b
670.6485005032943,428.45662973064384,b
675.3278306760753,365.5865473820915,b
673.1794234823607,330.0030274588386,b
689.4865639798819,297.9327512007486,b
637.8068139530293,252.90967098732264,b
658.8065272635807,272.5683897349031,b
676.7674507942896,259.4681134639889,b
726.3997446240702,280.06353414492105,b
725.7439470912431,252.85767973360348,b
687.1365088546914,266.9424101659134,b
669.3799782777854,243.53609822653527,b
614.795327247706,270.5518467120674,b
592.1822101725429,342.6912021780265,b
580.3541432472753,364.74488782064765,b
621.1507670904253,392.5100240583746,b
615.10303272077,400.64775864598937,b
585.5435057149028,468.8350509825789,b
161.23578779631342,380.345803970143,b
164.5270706623502,387.82228428463304,b
215.6179670105431,361.9900493299409,b
295.8246129068097,255.3068611203214,b
314.3240740327832,240.1162593248664,b
351.665719282866,210.4163806538561,b
267.25146318145397,244.8994389815059,b
350.618630882681,211.8589062968647,b
558.0972185605259,180.83455789138804,b
603.7480095596478,112.55277140459123,b
569.7379545737327,142.33844322406935,b
579.5864108099307,136.13745509479998,b
615.7161233017049,95.0502393894169,b
619.950557441656,80.3851110301523,b
625.1690978467698,91.91841536956736,b
372.9871164462162,425.7036111108145,b
376.5377480385069,429.996491223976,b
325.9156875867034,383.8926273577322,b
286.8620924742482,347.0843888924606,b
225.79665466399982,286.0051659159045,b
194.78583927899749,273.248866056555,b
142.57742197814446,210.15769178179255,b
161.65492971143178,236.52374902174023,b
138.82941595573627,219.29788319941332,b
106.18717573821982,183.11175962797097,b
97.00294653362143,174.57526911078668,b
98.21544438648013,163.29252512098287,b
77.97120747360286,236.44421201709594,b
259.19710275709167,400.41088237003015,b
296.9354218642657,425.0515770614238,b
351.7234843265325,379.58807055936586,b
409.7127356394794,268.0955125108911,b
388.547444569252,246.9870177431851,b
419.7330365895878,248.23515734925874,b
