,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
22,1,3,"McGowan, Miss. Anna ""Annie""",female,15.0,0,0,0.733849918334822,Q
23,1,1,"Sloper, Mr. William Thompson",male,28.0,0,0,1.2724346898795886,S
24,0,3,"Palsson, Miss. Torborg Danira",female,8.0,3,1,1.1145143460369606,S
25,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1,5,1.237333029611195,S
26,0,3,"Emir, Mr. Farred Chehab",male,26.507588932806325,0,0,0.6818573060879378,C
27,0,1,"Fortune, Mr. Charles Alexander",male,19.0,3,2,1.7177816995013306,S
28,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,21.75,0,0,0.7247555198383135,Q
29,0,3,"Todoroff, Mr. Lalio",male,26.507588932806325,0,0,0.7257745575424253,S
30,0,1,"Uruchurtu, Don. Manuel E",male,40.0,0,0,1.200622107185067,C
31,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,34.61176470588235,1,0,1.6068680928546852,C
32,1,3,"Glynn, Miss. Mary Agatha",female,21.75,0,0,0.7167137171037538,Q
33,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,0.8550003727983172,S
34,0,1,"Meyer, Mr. Edgar Joseph",male,28.0,1,0,1.483602545358131,C
35,0,1,"Holverson, Mr. Alexander Oskar",male,42.0,1,0,1.3740303948169557,S
36,1,3,"Mamee, Mr. Hanna",male,26.507588932806325,0,0,0.6821511350272869,C
37,0,3,"Cann, Mr. Ernest Charles",male,21.0,0,0,0.7350911493182706,S
38,0,3,"Vander Planke, Miss. Augusta Maria",female,18.0,2,0,1.0613851298016763,S
39,1,3,"Nicola-Yarred, Miss. Jamila",female,14.0,1,0,0.8836146683936771,C
40,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,0.8103330383715688,S
41,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,1,0,1.1133440539599853,S
42,0,3,"Kraeff, Mr. Theodor",male,26.507588932806325,0,0,0.7257745575424253,C
43,1,2,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,1.3157646062571708,C
44,1,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,0.7247555198383135,Q
45,0,3,"Rogers, Mr. William John",male,26.507588932806325,0,0,0.7350911493182706,S
46,0,3,"Lennon, Mr. Denis",male,26.507588932806325,1,0,1.0082644514894146,Q
47,1,3,"O'Driscoll, Miss. Bridget",female,21.75,0,0,0.7167137171037538,Q
48,0,3,"Samaan, Mr. Youssef",male,26.507588932806325,2,0,1.123744894047978,C
49,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,1.0575119419733015,S
50,0,3,"Panula, Master. Juha Niilo",male,7.0,4,1,1.3031943094564213,S
51,0,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,0.7198493500500933,S
52,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1,0,1.4679394012879077,C
53,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,1.1811431408094568,S
54,0,1,"Ostby, Mr. Engelhart Cornelius",male,65.0,0,1,1.4175020083387477,C
55,1,1,"Woolner, Mr. Hugh",male,41.28138613861386,0,0,1.2724346898795886,S
56,1,2,"Rugg, Miss. Emily",female,21.0,0,0,0.8550003727983172,S
57,0,3,"Novel, Mr. Mansouer",male,28.5,0,0,0.6821511350272869,C
58,1,2,"West, Miss. Constance Mirium",female,5.0,1,2,1.2009389589252126,S
59,0,3,"Goodwin, Master. William Frederick",male,11.0,5,2,1.347558126205653,S
60,0,3,"Sirayanian, Mr. Orsen",male,22.0,0,0,0.6821511350272869,C
61,1,1,"Icard, Miss. Amelie",female,38.0,0,0,1.4775113193551406,
62,0,1,"Harris, Mr. Henry Birkhardt",male,45.0,1,0,1.487167942337791,S
63,0,3,"Skoog, Master. Harald",male,4.0,3,2,1.2025598131721487,S
64,0,1,"Stewart, Mr. Albert A",male,41.28138613861386,0,0,1.200622107185067,C
65,1,3,"Moubarek, Master. Gerios",male,26.507588932806325,1,1,1.0022130029410488,C
66,1,2,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0,0,0.8550003727983172,S
67,0,3,"Crease, Mr. Ernest James",male,19.0,0,0,0.7414781030742018,S
68,1,3,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,0.7275593897135163,S
69,0,3,"Kink, Mr. Vincenz",male,26.0,2,0,0.7696467098992289,S
70,0,2,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,0.8550003727983172,S
71,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,1.347558126205653,S
72,0,2,"Hood, Mr. Ambrose Jr",male,21.0,0,0,1.4579835224658595,S
73,0,3,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,0.982447329381753,C
74,1,3,"Bing, Mr. Lee",male,32.0,0,0,1.3947996630517119,S
75,0,3,"Moen, Mr. Sigurd Hansen",male,25.0,0,0,0.7103511636356576,S
76,0,3,"Staneff, Mr. Ivan",male,26.507588932806325,0,0,0.7257745575424253,S
77,0,3,"Moutal, Mr. Rahamin Haim",male,26.507588932806325,0,0,0.7350911493182706,S
78,1,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,1.214109997913178,S
79,1,3,"Dowdell, Miss. Elizabeth",female,30.0,0,0,0.9257366351835873,S
80,0,3,"Waelens, Mr. Achille",male,22.0,0,0,0.7871950081766445,S
81,1,3,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,0.8115041841791963,S
82,1,3,"McDermott, Miss. Brigdet Delia",female,21.75,0,0,0.7190682500507828,Q
83,0,1,"Carrau, Mr. Francisco M",male,28.0,0,0,1.348663363964096,S
84,1,2,"Ilett, Miss. Bertha",female,17.0,0,0,0.8550003727983172,S
85,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,1.0163783905393171,S
86,0,3,"Ford, Mr. William Neal",male,16.0,1,3,1.263372079755344,S
87,0,3,"Slocovski, Mr. Selman Francis",male,26.507588932806325,0,0,0.7350911493182706,S
88,1,1,"Fortune, Miss. Mabel Helen",female,23.0,3,2,1.7177816995013306,S
89,0,3,"Celotti, Mr. Francesco",male,24.0,0,0,0.7350911493182706,S
90,0,3,"Christmann, Mr. Emil",male,29.0,0,0,0.7350911493182706,S
91,0,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,0.7232147953552717,S
92,0,1,"Chaffee, Mr. Herbert Fuller",male,46.0,1,0,1.4143322523451096,S
93,0,3,"Dean, Mr. Bertram Frank",male,26.0,1,2,1.1066058371497167,S
94,0,3,"Coxon, Mr. Daniel",male,59.0,0,0,0.6836025091934652,S
95,0,3,"Shorney, Mr. Charles Joseph",male,26.507588932806325,0,0,0.7350911493182706,S
96,0,1,"Goldschmidt, Mr. George B",male,71.0,0,0,1.2656563280122788,C
97,1,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,1.4228205618372414,C
98,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,1.142786806294772,S
99,0,2,"Kantor, Mr. Sinai",male,34.0,1,0,1.1811431408094568,S
100,0,3,"Petranec, Miss. Matilda",female,28.0,0,0,0.7257745575424253,S
101,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,26.507588932806325,0,0,0.7257745575424253,S
102,0,1,"White, Mr. Richard Frasar",male,21.0,0,1,1.4696083817983847,S
103,0,3,"Johansson, Mr. Gustaf Joel",male,33.0,0,0,0.7692026044503422,S
104,0,3,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,0.7275593897135163,S
105,0,3,"Mionoff, Mr. Stoytcho",male,28.0,0,0,0.7257745575424253,S
106,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,0.7103511636356576,S
107,1,3,"Moss, Mr. Albert Johan",male,26.507588932806325,0,0,0.7182852832050305,S
108,0,3,"Rekic, Mr. Tido",male,38.0,0,0,0.7257745575424253,S
109,1,3,"Moran, Miss. Bertha",female,21.75,1,0,1.1582275793513523,Q
110,0,1,"Porter, Mr. Walter Chamberlain",male,47.0,0,0,1.3740303948169557,S
111,0,3,"Zabour, Miss. Hileni",female,14.5,1,0,0.982447329381753,C
112,0,3,"Barton, Mr. David John",male,22.0,0,0,0.7350911493182706,S
113,0,3,"Jussila, Miss. Katriina",female,20.0,1,0,0.8263354583452579,S
114,0,3,"Attalah, Miss. Malake",female,17.0,0,0,0.9825535071760452,C
115,0,3,"Pekoniemi, Mr. Edvard",male,21.0,0,0,0.7275593897135163,S
116,0,3,"Connors, Mr. Patrick",male,70.5,0,0,0.7167137171037538,Q
117,0,2,"Turpin, Mr. William John Robert",male,29.0,1,0,1.1133440539599853,S
118,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,1.7068358420770366,C
119,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,1.2362906289100162,S
120,0,2,"Hickman, Mr. Stanley George",male,21.0,2,0,1.4579835224658595,S
121,0,3,"Moore, Mr. Leonard Charles",male,26.507588932806325,0,0,0.7350911493182706,S
122,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,1.2248203564496807,C
123,1,2,"Webber, Miss. Susan",female,32.5,0,0,0.9419387347481111,S
124,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,1.4696083817983847,S
125,1,3,"Nicola-Yarred, Master. Elias",male,12.0,1,0,0.8836146683936771,C
126,0,3,"McMahon, Mr. Martin",male,26.507588932806325,0,0,0.7167137171037538,Q
127,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,0.6759760179787192,S
128,1,3,"Peter, Miss. Anna",female,21.75,1,1,1.1337212321134276,C
129,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,0.6638894817515382,S
130,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,0.7257745575424253,C
131,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,0.6693807925135477,S
132,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,0.9836310677952794,S
133,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,1.1811431408094568,S
134,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,0.9419387347481111,S
135,0,2,"Richard, Mr. Emile",male,23.0,0,0,0.997354044392193,C
136,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,1.1844638633915452,S
137,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,1.3793142890599341,S
138,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,0.7979652242750697,S
139,0,1,"Giglio, Mr. Victor",male,24.0,0,0,1.475215149169767,C
140,0,3,"Boulos, Mrs. Joseph (Sultana)",female,21.75,0,2,1.0022130029410488,C
141,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,0.7167137171037538,S
142,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,1.0163783905393171,S
143,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,0.6468636871290336,Q
144,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,0.8929594767174838,S
145,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,1.282082692412074,S
146,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,0.7195871082105314,S
147,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,1.263372079755344,S
148,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,1.1811431408094568,S
149,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,0.9419387347481111,S
150,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,0.9273203402842195,S
151,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,1.4347760437962618,S
152,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,0.7350911493182706,S
153,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,0.9836310677952794,S
154,0,3,"Olsen, Mr. Ole Martin",male,26.507588932806325,0,0,0.6879261811101046,S
155,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,1.4151419919820238,C
156,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,0.7156597012320294,Q
157,0,3,"Corn, Mr. Harry",male,30.0,0,0,0.7350911493182706,S
158,0,3,"Smiljanic, Mr. Mile",male,26.507588932806325,0,0,0.7696467098992289,S
159,0,3,"Sage, Master. Thomas Henry",male,26.507588932806325,8,2,1.4450456807820304,S
160,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,1.0220261151768755,S
161,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,1.0140852287590736,S
162,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,0.7182852832050305,S
163,0,3,"Calic, Mr. Jovo",male,17.0,0,0,0.7696467098992289,S
164,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,1.3031943094564213,S
165,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,1.105800940067399,S
166,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,34.61176470588235,0,1,1.3881259789913998,S
167,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,1.2025598131721487,S
168,0,1,"Baumann, Mr. John D",male,41.28138613861386,0,0,1.1802560997729137,S
169,0,3,"Ling, Mr. Lee",male,28.0,0,0,1.3947996630517119,S
170,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,1.2560562365392032,S
171,0,3,"Rice, Master. Arthur",male,4.0,4,1,1.2153864932212857,Q
172,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,0.8796021070737157,S
173,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,0.7275593897135163,S
174,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,1.2308462091861,C
175,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,0.7232147953552717,S
176,0,3,"Lefebre, Master. Henry Forbes",male,26.507588932806325,3,1,1.1747618019638468,S
177,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,1.2111467801197453,C
178,0,2,"Hale, Mr. Reginald",male,30.0,0,0,0.9419387347481111,S
179,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,1.244758770561803,S
180,0,3,"Sage, Miss. Constance Gladys",female,21.75,8,2,1.4450456807820304,S
181,0,2,"Pernot, Mr. Rene",male,30.74070707070707,0,0,0.997456989493262,C
182,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,1.237333029611195,S
183,1,2,"Becker, Master. Richard F",male,1.0,2,1,1.298435801589627,S
184,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,1.1288757525521482,S
185,0,1,"Rood, Mr. Hugh Roscoe",male,41.28138613861386,0,0,1.3640546328884455,S
186,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,21.75,1,0,1.0082644514894146,Q
187,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,1.1875475700043259,S
188,0,3,"Bourke, Mr. John",male,40.0,1,1,1.0082644514894146,Q
189,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,0.7257745575424253,S
190,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,0.9419387347481111,S
191,0,2,"Carbines, Mr. William",male,19.0,0,0,0.9419387347481111,S
192,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,0.7232147953552717,S
193,1,2,"Navratil, Master. Michel M",male,3.0,1,1,1.1811431408094568,S
194,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,1.200622107185067,C
195,1,1,"Lurette, Miss. Elise",female,58.0,0,0,1.6068680928546852,C
196,0,3,"Mernagh, Mr. Robert",male,26.507588932806325,0,0,0.7167137171037538,Q
197,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,0.7555263004104897,S
198,1,3,"Madigan, Miss. Margaret ""Maggie""",female,21.75,0,0,0.7167137171037538,Q
199,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,0.9419387347481111,S
200,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,0.8115041841791963,S
201,0,3,"Sage, Mr. Frederick",male,26.507588932806325,8,2,1.4450456807820304,S
202,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,0.6265563223964096,S
203,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,0.6818573060879378,C
204,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,0.7350911493182706,S
205,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,0.8534776272969357,S
206,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,1.0163783905393171,S
207,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,1.0760911663372978,C
208,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,0.7167137171037538,Q
209,1,1,"Blank, Mr. Henry",male,40.0,0,0,1.2337220363428747,C
210,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,0.6693807925135477,S
211,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,1.1133440539599853,S
212,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,0.6836025091934652,S
213,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,0.9419387347481111,S
214,0,3,"Kiernan, Mr. Philip",male,26.507588932806325,1,0,0.7167137171037538,Q
215,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,1.5538868276773052,C
216,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,0.7275593897135163,S
217,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,1.1926601162848087,S
218,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,1.4666210633661165,C
219,0,2,"Harris, Mr. Walter",male,30.0,0,0,0.8550003727983172,S
220,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,0.7350911493182706,S
221,0,2,"Bracken, Mr. James H",male,27.0,0,0,0.9419387347481111,S
222,0,3,"Green, Mr. George Henry",male,51.0,0,0,0.7350911493182706,S
223,0,3,"Nenkoff, Mr. Christo",male,26.507588932806325,0,0,0.7257745575424253,S
224,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,1.5040351003996315,S
225,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,0.804409600154405,S
226,1,2,"Mellors, Mr. William John",male,19.0,0,0,0.8550003727983172,S
227,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,0.6836025091934652,S
228,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,0.9419387347481111,S
229,0,3,"Lefebre, Miss. Mathilde",female,21.75,3,1,1.1747618019638468,S
230,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,1.487167942337791,S
231,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,0.7182852832050305,S
232,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,0.956545404708534,S
233,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,1.237333029611195,S
234,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,0.8550003727983172,S
235,0,3,"Harknett, Miss. Alice Phoebe",female,21.75,0,0,0.7038633385188673,S
236,0,2,"Hold, Mr. Stephen",male,44.0,1,0,1.1811431408094568,S
237,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,1.1840759652374804,S
238,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,0.8550003727983172,S
239,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,0.919312032617289,S
240,0,3,"Zabour, Miss. Thamine",female,21.75,1,0,0.982447329381753,C
241,1,3,"Murphy, Miss. Katherine ""Kate""",female,21.75,1,0,1.0082644514894146,Q
242,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,0.8550003727983172,S
243,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,0.6747844764155648,S
244,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,0.6818573060879378,C
245,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,1.5040351003996315,Q
246,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,0.7182852832050305,S
247,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,0.9836310677952794,S
248,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,1.376709830401531,S
249,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,1.1811431408094568,S
250,0,3,"Reed, Mr. James George",male,26.507588932806325,0,0,0.6836025091934652,S
251,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,0.8534776272969357,S
252,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,1.1875475700043259,S
253,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,1.0220261151768755,S
254,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,1.1007104941956125,S
255,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,1.0022130029410488,C
256,1,1,"Thorne, Mrs. Gertrude Maybelle",female,34.61176470588235,0,0,1.475215149169767,C
257,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,1.4951811453144472,S
258,1,1,"Ward, Miss. Anna",female,35.0,0,0,1.8308146858628092,C
259,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,1.1811431408094568,S
260,0,3,"Smith, Mr. Thomas",male,26.507588932806325,0,0,0.7167137171037538,Q
261,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,1.237333029611195,S
262,0,1,"Taussig, Mr. Emil",male,52.0,1,1,1.476510231563201,S
263,0,1,"Harrison, Mr. William",male,40.0,0,0,1.244758770561803,S
264,0,3,"Henry, Miss. Delia",female,21.75,0,0,0.7167137171037538,Q
265,0,2,"Reeves, Mr. David",male,36.0,0,0,0.8550003727983172,S
266,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,1.3031943094564213,S
267,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,0.7182852832050305,S
268,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,1.6161068729023933,S
269,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,1.5912647606194503,S
270,0,1,"Cairns, Mr. Alexander",male,41.28138613861386,0,0,1.2337220363428747,S
271,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,1.244758770561803,S
272,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,1.0887014937751844,S
273,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,1.221168225756457,C
274,1,3,"Healy, Miss. Hanora ""Nora""",female,21.75,0,0,0.7167137171037538,Q
275,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,1.4715941648662543,S
276,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,0.7167137171037538,S
277,0,2,"Parkes, Mr. Francis ""Frank""",male,30.74070707070707,0,0,1.244758770561803,S
278,0,3,"Rice, Master. Eric",male,7.0,4,1,1.2153864932212857,Q
279,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,1.1013268653860637,S
280,0,3,"Duane, Mr. Frank",male,65.0,0,0,0.7167137171037538,Q
281,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,0.7232147953552717,S
282,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,0.8115041841791963,S
283,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,0.7350911493182706,S
284,0,1,"Smith, Mr. Richard William",male,41.28138613861386,0,0,1.1811431408094568,S
285,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,0.7696467098992289,C
286,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,0.8115041841791963,S
287,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,0.7257745575424253,S
288,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,0.9419387347481111,S
289,1,3,"Connolly, Miss. Kate",female,22.0,0,0,0.7167137171037538,Q
290,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,1.4742015960318615,S
291,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,1.5066805517752462,C
292,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,0.9381647208696149,C
293,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,0.779516353431406,S
294,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,0.7257745575424253,S
295,0,1,"Lewy, Mr. Ervin G",male,41.28138613861386,0,0,1.200622107185067,C
296,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,0.6821511350272869,C
297,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,1.6136123082086142,S
298,1,1,"Saalfeld, Mr. Adolphe",male,41.28138613861386,0,0,1.2289756176615296,S
299,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,1.7068358420770366,C
300,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,21.75,0,0,0.7167137171037538,Q
